workload,backend,eat_type,arc_count,commit_ms,update_ms,eat_lookup_ms,prove_ms,verify_ms,end_to_end_ms,proof_size,root_size,rewrite_amp
append,verkle,bloom,200,0,0,108771,4,1,108778,67,38,1.0000
append,verkle,bloom,50,0,0,27800,5,1,27808,67,38,1.0000
append,verkle,bloom,100,0,0,53407,4,1,53414,67,38,1.0000
