workload,backend,eat_type,arc_count,commit_ms,update_ms,eat_lookup_ms,prove_ms,verify_ms,end_to_end_ms,proof_size,root_size,rewrite_amp
random,verkle,versioned,50,0,0,108577,4,1,108584,67,38,1.0000
random,verkle,versioned,100,0,0,108827,5,1,108834,67,38,1.0000
random,verkle,versioned,200,0,0,150747,4,1,150753,67,38,1.0000
