workload,backend,eat_type,arc_count,commit_ms,update_ms,eat_lookup_ms,prove_ms,verify_ms,end_to_end_ms,proof_size,root_size,rewrite_amp
bulk,verkle,versioned,100,0,0,109995,5,1,110002,67,38,10.0000
bulk,verkle,versioned,200,0,0,108161,4,1,108167,67,38,20.0000
bulk,verkle,versioned,50,0,0,110352,5,1,110359,67,38,5.0000
