workload,backend,eat_type,arc_count,commit_ms,update_ms,eat_lookup_ms,prove_ms,verify_ms,end_to_end_ms,proof_size,root_size,rewrite_amp
random,ipa,bloom,50,0,0,640543,27410,4418,672372,548,39,1.0000
random,ipa,bloom,100,1,1,1208292,28255,4423,1240972,548,39,1.0000
random,ipa,bloom,200,3,2,3172896,28604,4113,3205615,548,39,1.0000
