workload,backend,eat_type,arc_count,commit_ms,update_ms,eat_lookup_ms,prove_ms,verify_ms,end_to_end_ms,proof_size,root_size,rewrite_amp
random,ipa,versioned,50,0,0,596880,27210,4067,628158,548,39,1.0000
random,ipa,versioned,100,1,1,1247735,27748,4080,1279564,548,39,1.0000
random,ipa,versioned,200,3,2,3241462,28242,4264,3273969,548,39,1.0000
