workload,backend,eat_type,arc_count,commit_ms,update_ms,eat_lookup_ms,prove_ms,verify_ms,end_to_end_ms,proof_size,root_size,rewrite_amp
append,kzg,bloom,200,0,8,752146,76774,1809,830730,84,55,1.0000
append,kzg,bloom,50,0,6,10759,77805,1776,90341,84,55,1.0000
append,kzg,bloom,100,0,6,91805,78451,1807,172063,84,55,1.0000
